_id,ltable_ID,rtable_ID,ltable_Name,ltable_Price,ltable_Brand,ltable_Screen Size,ltable_RAM,ltable_Hard Drive Capacity,ltable_Processor Type,ltable_Processor Speed,ltable_Operating System,ltable_Clean Name,rtable_Name,rtable_Price,rtable_Brand,rtable_Screen Size,rtable_RAM,rtable_Hard Drive Capacity,rtable_Processor Type,rtable_Processor Speed,rtable_Operating System,rtable_Clean Name,gold
283986,167,2605,"HP Stream Notebook 14-AX067NR - 14"" Screen, Celeron N @ 1.6GHZ, 4GB RAM, 32GB eMMC, in Snow White (Certified Refurbished)",189.99,HP,14,,32,Intel Celeron N3060 2 CORE,,Windows 10,Stream Notebook AX067NR Celeron N Snow White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
293474,173,1390,"Manufacturer Refurbished - HP 14-AK040NR 14"" Chromebook Intel Celeron N2840 2.16GHz 4GB 16GB Chrome OS",169.99,HP,,,,,,,Manufacturer Refurbished AK040NR Chromebook Intel Celeron N2840 16GHz,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
294242,173,2798,"Manufacturer Refurbished - HP 14-AK040NR 14"" Chromebook Intel Celeron N2840 2.16GHz 4GB 16GB Chrome OS",169.99,HP,,,,,,,Manufacturer Refurbished AK040NR Chromebook Intel Celeron N2840 16GHz,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
294302,173,2908,"Manufacturer Refurbished - HP 14-AK040NR 14"" Chromebook Intel Celeron N2840 2.16GHz 4GB 16GB Chrome OS",169.99,HP,,,,,,,Manufacturer Refurbished AK040NR Chromebook Intel Celeron N2840 16GHz,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
306458,181,378,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
306763,181,934,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
306771,181,951,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
306999,181,1369,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
307011,181,1391,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
307135,181,1616,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
307311,181,1941,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
310131,183,907,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
310195,183,1022,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
310286,183,1192,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
310363,183,1330,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
310490,183,1566,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
310778,183,2094,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
310938,183,2385,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
311139,183,2755,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
311247,183,2953,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
327200,193,1178,"HP 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i3-7100U Processor, 8GB RAM, 1TB Hard Drive (Assorted Color)",599.99,HP,"15.6""",8 GB,1 GB,Intel Core i3,2.4 Hz,Windows 10,Touchscreen Intel i3 7100U Drive Assorted Color,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
327535,193,1793,"HP 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i3-7100U Processor, 8GB RAM, 1TB Hard Drive (Assorted Color)",599.99,HP,"15.6""",8 GB,1 GB,Intel Core i3,2.4 Hz,Windows 10,Touchscreen Intel i3 7100U Drive Assorted Color,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
328210,193,3032,"HP 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i3-7100U Processor, 8GB RAM, 1TB Hard Drive (Assorted Color)",599.99,HP,"15.6""",8 GB,1 GB,Intel Core i3,2.4 Hz,Windows 10,Touchscreen Intel i3 7100U Drive Assorted Color,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
361059,213,1215,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
361135,213,1352,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
361458,213,1945,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
361635,213,2271,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
361647,213,2293,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
361682,213,2358,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
361695,213,2381,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
361790,213,2556,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
389174,230,26,"Refurbished HP 14 HD Laptop PC  (Intel Dual Core up to 2.48GHz, 4GB RAM, 32GB SSD, DTS Studio, WLAN, HDMI, Webcam, USB 3.0, Windows 10) Blue",166.49,HP,,4 GB,32 GB,,,Microsoft Windows,Refurbished Intel Dual SSD Blue,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
389918,230,1390,"Refurbished HP 14 HD Laptop PC  (Intel Dual Core up to 2.48GHz, 4GB RAM, 32GB SSD, DTS Studio, WLAN, HDMI, Webcam, USB 3.0, Windows 10) Blue",166.49,HP,,4 GB,32 GB,,,Microsoft Windows,Refurbished Intel Dual SSD Blue,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
411296,243,254,"2018 Newest Premium HP 15.6? Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",529,HP,15.6 in,8.00 GB,1.00 TB,"Intel Core i3, Intel Core i3-7100u",2.40 GHz,Windows 10,2018 Premium Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
411356,243,364,"2018 Newest Premium HP 15.6? Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",529,HP,15.6 in,8.00 GB,1.00 TB,"Intel Core i3, Intel Core i3-7100u",2.40 GHz,Windows 10,2018 Premium Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
411815,243,1207,"2018 Newest Premium HP 15.6? Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",529,HP,15.6 in,8.00 GB,1.00 TB,"Intel Core i3, Intel Core i3-7100u",2.40 GHz,Windows 10,2018 Premium Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,1
411932,243,1420,"2018 Newest Premium HP 15.6? Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",529,HP,15.6 in,8.00 GB,1.00 TB,"Intel Core i3, Intel Core i3-7100u",2.40 GHz,Windows 10,2018 Premium Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
412159,243,1837,"2018 Newest Premium HP 15.6? Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",529,HP,15.6 in,8.00 GB,1.00 TB,"Intel Core i3, Intel Core i3-7100u",2.40 GHz,Windows 10,2018 Premium Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
478583,282,2639,"HP 15.6"" Notebook 15-bs065nr, Intel Dual-Core Celeron N3060 @ 1.6GHz, 4GB RAM, 500GB HDD, Windows 10 Home, Intel HD Graphics 400 Laptop (Certified Refurbished)",279.99,HP,"15.6\""",4 GB,500 GB,Intel Celeron,,Windows 10,Notebook bs065nr Intel Dual Celeron N3060 Intel 400 Refurbished,"HP 15.6"" HD Laptop Computer (Intel Dual Core Celeron N3050 up to 2.16 GHz Processor, 4GB RAM, 500GB HDD, USB 3.0, Webcam, HDMI, DVDRW, Wifi, Windows 10) (Certified Refurbished)",259,HP,15.6 in,4 GB,500 GB,Intel,1.6 GHz,Windows 10,Intel Dual Celeron N3050 GHz Refurbished,1
478703,282,2859,"HP 15.6"" Notebook 15-bs065nr, Intel Dual-Core Celeron N3060 @ 1.6GHz, 4GB RAM, 500GB HDD, Windows 10 Home, Intel HD Graphics 400 Laptop (Certified Refurbished)",279.99,HP,"15.6\""",4 GB,500 GB,Intel Celeron,,Windows 10,Notebook bs065nr Intel Dual Celeron N3060 Intel 400 Refurbished,"HP 15.6"" HD Laptop Computer (Intel Dual Core Celeron N3050 up to 2.16 GHz Processor, 4GB RAM, 500GB HDD, USB 3.0, Webcam, HDMI, DVDRW, Wifi, Windows 10) (Certified Refurbished)",259,HP,15.6 in,4 GB,500 GB,Intel,1.6 GHz,Windows 10,Intel Dual Celeron N3050 GHz Refurbished,1
478739,282,2925,"HP 15.6"" Notebook 15-bs065nr, Intel Dual-Core Celeron N3060 @ 1.6GHz, 4GB RAM, 500GB HDD, Windows 10 Home, Intel HD Graphics 400 Laptop (Certified Refurbished)",279.99,HP,"15.6\""",4 GB,500 GB,Intel Celeron,,Windows 10,Notebook bs065nr Intel Dual Celeron N3060 Intel 400 Refurbished,"HP 15.6"" HD Laptop Computer (Intel Dual Core Celeron N3050 up to 2.16 GHz Processor, 4GB RAM, 500GB HDD, USB 3.0, Webcam, HDMI, DVDRW, Wifi, Windows 10) (Certified Refurbished)",259,HP,15.6 in,4 GB,500 GB,Intel,1.6 GHz,Windows 10,Intel Dual Celeron N3050 GHz Refurbished,1
487373,288,139,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8...d, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,"17.3\""",8 GB,1 TB,Intel Core i3-6006U,,Windows 10,17 Notebook 17 x047cl Intel i3 6006U d Drive Refurbished,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,1
487685,288,711,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8...d, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,"17.3\""",8 GB,1 TB,Intel Core i3-6006U,,Windows 10,17 Notebook 17 x047cl Intel i3 6006U d Drive Refurbished,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,1
491045,290,667,"HP 17.3"" HD+ Notebook, Intel Core i7-7500U Processor, 8GB Memory, 2TB Hard Drive, DVD Drive, HD Webcam, 2 Year Warranty Care Pack",645,HP,17.3 in,8 GB,2 TB,i7-7500U Processor,,Windows 10,17 Notebook Intel i7 7500U 2TB Drive Drive Warranty Care Pack,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
497705,294,469,"Refurbished HP 6300 SFF Desktop PC with Intel Core i5-3470 Processor, 8GB Memory, 17"" LCD Monitor, 2TB Hard Drive and Windows 10 Home",269.99,HP,"17""",8 GB,2 TB,Intel Core i5-3470 Processor,3.20 GHz,Windows 10,Refurbished 6300 SFF Desktop Intel i5 3470 17 LCD Monitor 2TB Drive,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
