_id,ltable_ID,rtable_ID,ltable_Name,ltable_Price,ltable_Brand,ltable_Screen Size,ltable_RAM,ltable_Hard Drive Capacity,ltable_Processor Type,ltable_Processor Speed,ltable_Operating System,ltable_Clean Name,rtable_Name,rtable_Price,rtable_Brand,rtable_Screen Size,rtable_RAM,rtable_Hard Drive Capacity,rtable_Processor Type,rtable_Processor Speed,rtable_Operating System,rtable_Clean Name,gold
135137,79,2692,"Refurbished HP 14-AX040WM Stream 14"" Jet Black Laptop, Intel Celeron N3060 CPU, 4GB RAM 32GB",139.36,HP,"14\""",4 GB,32 GB,,,,Refurbished AX040WM Stream Jet Black Intel Celeron N3060 CPU,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
327535,193,1793,"HP 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i3-7100U Processor, 8GB RAM, 1TB Hard Drive (Assorted Color)",599.99,HP,"15.6""",8 GB,1 GB,Intel Core i3,2.4 Hz,Windows 10,Touchscreen Intel i3 7100U Drive Assorted Color,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
65228,38,1706,"HP 15-Bs030Nr 15.6"" Laptop, Touchscreen, Windows 10, Intel Core i5-7200U Processor, 8GB RAM, 1TB Hard Drive",594.06,HP,"15.6""",8 GB,1 TB,Intel Core i5,"2.50 GHz, with a Max Turbo Speed of 3.10 GHz",Windows 10,Bs030Nr Touchscreen Intel i5 7200U Drive,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
361695,213,2381,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
1442950,1997,715,Acer Chromebook C720-2848 - Refurbished,129.99,Acer,,,,,,Chrome OS,Chromebook C720 2848 Refurbished,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",154.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
1397102,1654,1965,"2018 Lenovo 15.6"" Laptop High Performance Intel Core i3-7100U, 4GB, 1TB HDD, Intel HD Graphics 620, Windows 10 - Black",498.0,Lenovo,15.60 in,4.00 GB,1.00 TB,Intel Core i3-7100U,2.40 GHz,Windows 10,2018 Intel i3 7100U Intel 620 Black,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319.0,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1453459,2022,231,Used Like New Acer CB3-531-C4A5 15.6 Chromebook - Celeron N2830 2.16 GHz - 2 GB RAM - 16 GB SSD - Textured Granite Gray,179.99,Acer,,2 GB,,,,Chrome OS,Used Like New CB3 531 C4A5 Chromebook Celeron N2830 GHz GB GB SSD Textured Granite Gray,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",154.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
6066,3,1813,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,1
6518,3,2644,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
851624,505,1002,"HP 15.6"" HD High Performance Flagship Touchscreen Laptop Computer, Intel Core i3 , 4GB RAM, 500GB HDD, DVDRW, USB 3.0, Webcam, WiFi, Windows 10, Iris Purple",579.0,HP,15.6,8.00 GB,1.00 TB,Intel Core i3,2.40 GHz,Windows 10,Flagship Touchscreen Intel i3 Iris Purple,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
1533274,2210,2364,"Refurbished Acer C720 Chromebook (11.6-Inch, 2GB) (Scratched and Dented)",129.99,Acer,"11.6\""",2 GB,,,,Chrome OS,Refurbished C720 Chromebook 2GB Scratched Dented,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
18362,10,2644,"Refurbished HP Stream Laptop 14-ax030wm N3060 CPU, 4GB RAM, 32GB HD",149.0,HP,,,32,,,,Refurbished Stream ax030wm N3060 CPU,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
37742,22,950,"HP Stream 14-ax020nr 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",298.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax020nr Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
5150,3,136,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
152041,89,2663,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"2018 HP Business 15.6-inch HD Touchscreen Laptop PC, Quad-Core AMD A12 Processor up to 3.6GHz, 8GB DDR4 SDRAM, 1TB HDD, Webcam, HDMI, DVD±RW, AMD Radeon R7 graphics, DTS Studio Sound, Windows 10",475.0,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,2018 Business Touchscreen Quad AMD A12 DVD±RW AMD Radeon R7,1
1453816,2022,2847,Used Like New Acer CB3-531-C4A5 15.6 Chromebook - Celeron N2830 2.16 GHz - 2 GB RAM - 16 GB SSD - Textured Granite Gray,179.99,Acer,,2 GB,,,,Chrome OS,Used Like New CB3 531 C4A5 Chromebook Celeron N2830 GHz GB GB SSD Textured Granite Gray,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
310286,183,1192,"HP Stream Notebook 14-ax010nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB SSD in Aqua Blue (Certified Refurbished)",189.98,HP,14 in,4 GB,32 GB,Intel Celeron,1.6 GHz,Windows 10,Stream Notebook ax010nr Celeron N SSD Aqua Blue Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
1396942,1654,1086,"2018 Lenovo 15.6"" Laptop High Performance Intel Core i3-7100U, 4GB, 1TB HDD, Intel HD Graphics 620, Windows 10 - Black",498.0,Lenovo,15.60 in,4.00 GB,1.00 TB,Intel Core i3-7100U,2.40 GHz,Windows 10,2018 Intel i3 7100U Intel 620 Black,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319.0,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
1026516,872,397,"Dell Black 15.6"" Inspiron i3552 Laptop PC with Intel Celeron N3050 Processor, 4GB Memory, 500GB Hard Drive and Windows 10 Home",349.0,Dell,15.6 in,4 GB,500 GB,Intel Celeron,up to 2.16 GHz,Windows 10,Black Inspiron i3552 Intel Celeron N3050 Drive,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309.0,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,1
634031,375,2243,"Manufacturer Refurbished - HP Pavilion 15-ay061nr 15.6"" Laptop Intel N3710 up to 2.56GHz 8GB 500GB Win 10",289.99,HP,,,,,,,Manufacturer Refurbished Pavilion ay061nr Intel N3710 56GHz Win,"HP 15.6"" HD Laptop Computer (Intel Dual Core Celeron N3050 up to 2.16 GHz Processor, 4GB RAM, 500GB HDD, USB 3.0, Webcam, HDMI, DVDRW, Wifi, Windows 10) (Certified Refurbished)",259.0,HP,15.6 in,4 GB,500 GB,Intel,1.6 GHz,Windows 10,Intel Dual Celeron N3050 GHz Refurbished,0
1097890,1120,360,"Lenovo ideapad 320 15.6"" Laptop, Windows 10, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB Hard Drive",229.0,Lenovo,"15.6""",4 GB,1 GB,Intel Celeron,1.1 Hz,Windows 10,ideapad 320 Intel Celeron N3350 Dual Drive,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319.0,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
294302,173,2908,"Manufacturer Refurbished - HP 14-AK040NR 14"" Chromebook Intel Celeron N2840 2.16GHz 4GB 16GB Chrome OS",169.99,HP,,,,,,,Manufacturer Refurbished AK040NR Chromebook Intel Celeron N2840 16GHz,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
5750,3,1236,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
1453552,2022,913,Used Like New Acer CB3-531-C4A5 15.6 Chromebook - Celeron N2830 2.16 GHz - 2 GB RAM - 16 GB SSD - Textured Granite Gray,179.99,Acer,,2 GB,,,,Chrome OS,Used Like New CB3 531 C4A5 Chromebook Celeron N2830 GHz GB GB SSD Textured Granite Gray,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",154.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
1453555,2022,935,Used Like New Acer CB3-531-C4A5 15.6 Chromebook - Celeron N2830 2.16 GHz - 2 GB RAM - 16 GB SSD - Textured Granite Gray,179.99,Acer,,2 GB,,,,Chrome OS,Used Like New CB3 531 C4A5 Chromebook Celeron N2830 GHz GB GB SSD Textured Granite Gray,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",154.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
10641,6,893,"HP 15-bs020WM, 15.6"" Touch Laptop, Windows 10, Intel Pentium N3710 Quad Core Processor, 4GB Memory, 500GB Hard Drive, DVD",322.24,HP,15.6 in,4 GB,500 GB,Intel Pentium Processor N3710,1.6 GHz,Windows 10,bs020WM Touch Intel Pentium N3710 Quad Drive,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.87,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,1
1064548,1006,3082,"Refurbished Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)",229.0,Dell,,4 GB,"500, GB",,,Microsoft Windows,Refurbished Inspiron i3552 4042BLK Intel Celeron GB 500 GB Black,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309.0,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
5703,3,1149,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
789734,467,2314,"Manufacturer Refurbished - HP Stream 11-Y010NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10",154.99,HP,,,,,,,Manufacturer Refurbished Stream Y010NR Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
361635,213,2271,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
74747,44,547,"HP Pavilion 15-Cc065Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc065Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
5694,3,1131,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",258.0,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
233264,137,2674,"HP 15-f222wm – 15.6 Laptop ,Touchscreen, Windows 10 Home, Intel Pentium Quad-Core Processor, 4GB Memory, 500GB Hard Drive",349.99,HP,"15.6""",4 GB,500 GB,Intel Pentium Quad-Core Processor,"2.16 GHz, with a Max Turbo Speed of 2.66 GHz",Windows 10,f222wm – Touchscreen Intel Pentium Quad Drive,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.86,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,1
389918,230,1390,"Refurbished HP 14 HD Laptop PC  (Intel Dual Core up to 2.48GHz, 4GB RAM, 32GB SSD, DTS Studio, WLAN, HDMI, Webcam, USB 3.0, Windows 10) Blue",166.49,HP,,4 GB,32 GB,,,Microsoft Windows,Refurbished Intel Dual SSD Blue,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
209210,123,2006,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149.0,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
134563,79,1638,"Refurbished HP 14-AX040WM Stream 14"" Jet Black Laptop, Intel Celeron N3060 CPU, 4GB RAM 32GB",139.36,HP,"14\""",4 GB,32 GB,,,,Refurbished AX040WM Stream Jet Black Intel Celeron N3060 CPU,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
13375,7,2805,"HP Stream 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",45.0,HP,14.0 in,4 GB,32 Gigabytes,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",279.0,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
208539,123,775,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149.0,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
209187,123,1963,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149.0,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
10593,6,805,"HP 15-bs020WM, 15.6"" Touch Laptop, Windows 10, Intel Pentium N3710 Quad Core Processor, 4GB Memory, 500GB Hard Drive, DVD",322.24,HP,15.6 in,4 GB,500 GB,Intel Pentium Processor N3710,1.6 GHz,Windows 10,bs020WM Touch Intel Pentium N3710 Quad Drive,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.87,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,1
152046,89,2672,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
1522012,2184,429,"Refurbished Acer 11.6"" Chromebook Celeron N2830 Dual-Core 2.16GHz 2GB RAM 16GB SSD ChromeOS",152.24,Acer,11.6 in,2 GB,16 GB,,2.16 GHz,Chrome OS,Refurbished Chromebook Celeron N2830 Dual 16GHz 2GB SSD ChromeOS,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",154.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
692297,410,491,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
491045,290,667,"HP 17.3"" HD+ Notebook, Intel Core i7-7500U Processor, 8GB Memory, 2TB Hard Drive, DVD Drive, HD Webcam, 2 Year Warranty Care Pack",645.0,HP,17.3 in,8 GB,2 TB,i7-7500U Processor,,Windows 10,17 Notebook Intel i7 7500U 2TB Drive Drive Warranty Care Pack,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
269714,159,1258,"Manufacturer Refurbished - HP 14-AK050NR 14"" Chromebook Intel Celeron N2940 1.83GHz 4GB 16GB Chrome OS",179.99,HP,,,,,,,Manufacturer Refurbished AK050NR Chromebook Intel Celeron N2940 83GHz,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
